source_node,target_node,num_paths
RELA,REL,6
RELA,NFKB1,67
RELA,NFKBIA,48
RELA,NFKBIE,6
REL,RELA,6
REL,NFKB1,6
REL,NFKBIA,9
REL,NFKBIE,6
NFKB1,RELA,67
NFKB1,REL,6
NFKB1,NFKBIA,48
NFKB1,NFKBIE,6
NFKBIA,RELA,48
NFKBIA,REL,9
NFKBIA,NFKB1,48
NFKBIA,NFKBIE,6
NFKBIE,RELA,6
NFKBIE,REL,6
NFKBIE,NFKB1,6
NFKBIE,NFKBIA,6
CHUK,RELA,45
CHUK,NFKBIA,43
CHUK,REL,6
CHUK,NFKB1,48
CHUK,NFKBIE,6
CHUK,IKBKB,61
CHUK,IKBKG,61
IKBKB,RELA,48
IKBKB,NFKBIA,47
IKBKB,REL,6
IKBKB,NFKB1,52
IKBKB,NFKBIE,6
IKBKB,CHUK,61
IKBKB,IKBKG,61
IKBKG,RELA,44
IKBKG,NFKBIA,48
IKBKG,REL,6
IKBKG,NFKB1,49
IKBKG,NFKBIE,6
IKBKG,CHUK,61
IKBKG,IKBKB,61
